Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0079417/?ref_=sr_t_1,8000000.0,106260000.0,106260000.0,,['Robert Benton'],"['Avery Corman', 'Robert Benton', 'Meryl Streep']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander']",['Drama'],['United States'],"['The Mall, Central Park, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Stanley Jaffe Production']",['English'],0,26,0,1979
https://www.imdb.com/title/tt0078788/?ref_=sr_t_2,31500000.0,105086099.0,96042913.0,118558.0,['Francis Ford Coppola'],"['John Milius', 'Francis Ford Coppola', 'Michael Herr']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']","['Adventure Epic', 'Epic', 'Psychological Drama', 'Quest', 'War Epic', 'Drama', 'Mystery', 'War']",['United States'],"['Baler Bay, Baler, Aurora, Philippines']","['American Zoetrope', 'Zoetrope Studios']","['English', 'French', 'Vietnamese']",0,33,0,1979
https://www.imdb.com/title/tt0078767/?ref_=sr_t_3,4700000.0,86432000.0,86432000.0,7843467.0,['Stuart Rosenberg'],"['Sandor Stern', 'Jay Anson', 'George Lutz']","['James Brolin', 'Margot Kidder', 'Rod Steiger']",['Horror'],['United States'],"['18 Brooks Road, Toms River, New Jersey, USA']","['American International Pictures (AIP)', 'Cinema 77', 'Professional Films']",['English'],0,0,1,1979
https://www.imdb.com/title/tt0079817/?ref_=sr_t_4,7000000.0,85187855.0,85182160.0,6390537.0,['Sylvester Stallone'],['Sylvester Stallone'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']","['Boxing', 'Drama', 'Sport']",['United States'],"['Independence National Historical Park, Philadelphia, Pennsylvania, USA']",['Chartoff-Winkler Productions'],"['English', 'Italian']",0,2,0,1979
https://www.imdb.com/title/tt0078748/?ref_=sr_t_5,11000000.0,108610231.0,84206106.0,3527881.0,['Ridley Scott'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Sigourney Weaver', 'Tom Skerritt', 'John Hurt']","['Cyberpunk', 'Monster Horror', 'Space Sci-Fi', 'Horror', 'Sci-Fi']","['United Kingdom', 'United States']","['Shepperton Studios, Shepperton, Surrey, England, UK']","['Twentieth Century Fox', 'Brandywine Productions', 'Scott Free Productions']",['English'],0,22,0,1979
https://www.imdb.com/title/tt0079945/?ref_=sr_t_6,35000000.0,82676805.0,82604699.0,11926421.0,['Robert Wise'],"['Gene Roddenberry', 'Harold Livingston', 'Alan Dean Foster']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Mystery', 'Sci-Fi']",['United States'],"['Yellowstone National Park, Wyoming, USA']","['Paramount Pictures', 'Century Associates', 'Robert Wise Productions']","['English', 'Klingon']",0,21,3,1979
https://www.imdb.com/title/tt0078721/?ref_=sr_t_7,,74865517.0,74865517.0,3526692.0,['Blake Edwards'],['Blake Edwards'],"['Dudley Moore', 'Bo Derek', 'Julie Andrews']","['Farce', 'Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Hotel Las Hadas, Manzanillo, Colima, Mexico']","['Geoffrey Productions', 'Orion Pictures']",['English'],0,0,2,1979
https://www.imdb.com/title/tt0079367/?ref_=sr_t_8,,73691419.0,73691419.0,5935025.0,['Carl Reiner'],"['Steve Martin', 'Carl Gottlieb', 'Michael Elias']","['Steve Martin', 'Bernadette Peters', 'Catlin Adams']","['Slapstick', 'Comedy']",['United States'],"['Beverly Estate, 1011 North Beverly Drive, Beverly Hills, California, USA']","['Universal Pictures', 'Aspen Film Society']",['English'],0,0,0,1979
https://www.imdb.com/title/tt0079574/?ref_=sr_t_9,34000000.0,210308099.0,70308099.0,7108344.0,['Lewis Gilbert'],"['Christopher Wood', 'Ian Fleming', 'Gerry Anderson']","['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']","['Space Sci-Fi', 'Spy', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['United Kingdom', 'France', 'United States']","['Château de Guermantes, Seine-et-Marne, France']","['Les Productions Artistes Associés', 'Eon Productions']","['English', 'Italian', 'Portuguese']",0,6,1,1979
https://www.imdb.com/title/tt0079588/?ref_=sr_t_10,,65811736.0,65810475.0,,['James Frawley'],"['Jerry Juhl', 'Jack Burns']","['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Animal Adventure', 'Quest', 'Quirky Comedy', 'Road Trip', 'Adventure', 'Comedy', 'Family', 'Musical']","['United Kingdom', 'United States']","['Albuquerque, New Mexico, USA']","['Henson Associates (HA)', 'ITC Films']",['English'],0,11,2,1979
