Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Swiss Family Robinson,https://www.imdb.com/title/tt0054357/?ref_=sr_t_1,1960,2h 6m,Approved,7.1,19K,5000000.0,40357287.0,40356000.0,,['Ken Annakin'],"['Lowell S. Hawley', 'Johann David Wyss']","['John Mills', 'Dorothy McGuire', 'James MacArthur']","['Survival', 'Adventure', 'Family']",['United States'],"['Tobago, Trinidad and Tobago']",['Walt Disney Productions'],"['English', 'Malay']",0,0,0,1960
2. Psycho,https://www.imdb.com/title/tt0054215/?ref_=sr_t_2,1960,1h 49m,R,8.5,741K,806947.0,32066835.0,32000000.0,,['Alfred Hitchcock'],"['Joseph Stefano', 'Robert Bloch']","['Anthony Perkins', 'Janet Leigh', 'Vera Miles']","['Psychological Horror', 'Psychological Thriller', 'Slasher Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']",['United States'],"['Psycho House and Bates Motel, Backlot Universal Studios, Universal City, California, USA']","['Alfred J. Hitchcock Productions', 'Shamley Productions']",['English'],0,14,4,1960
3. The Apartment,https://www.imdb.com/title/tt0053604/?ref_=sr_t_3,1960,2h 5m,Approved,8.3,204K,3000000.0,18778738.0,18600000.0,,['Billy Wilder'],"['Billy Wilder', 'I.A.L. Diamond']","['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray']","['Farce', 'Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Holiday', 'Romance']",['United States'],"['Majestic Theater, 247 West 44th Street, Manhattan, New York City, New York, USA']",['The Mirisch Corporation'],['English'],0,8,0,1960
4. Spartacus,https://www.imdb.com/title/tt0054331/?ref_=sr_t_4,1960,3h 17m,PG-13,7.9,146K,12000000.0,1846975.0,1830650.0,92162.0,"['Stanley Kubrick', 'Anthony Mann']","['Dalton Trumbo', 'Howard Fast', 'Peter Ustinov']","['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons']","['Adventure Epic', 'Historical Epic', 'Sword & Sandal', 'War Epic', 'Adventure', 'Biography', 'Drama', 'History', 'War']",['United States'],"['Hearst Castle, San Simeon, California, USA']",['Bryna Productions'],['English'],0,11,0,1960
5. Breathless,https://www.imdb.com/title/tt0053472/?ref_=sr_t_5,1960,1h 30m,Not Rated,7.7,90K,400000.0,594039.0,414173.0,32424.0,['Jean-Luc Godard'],"['François Truffaut', 'Jean-Luc Godard', 'Claude Chabrol']","['Jean-Paul Belmondo', 'Jean Seberg', 'Van Doude']","['Caper', 'Crime', 'Drama']",['France'],"['11 rue Campagne Première, Paris 14, Paris, France']","['Les Films Impéria', 'Les Productions Georges de Beauregard', 'Société Nouvelle de Cinématographie (SNC)']","['French', 'English']",0,4,1,1960
6. Mughal-E-Azam,https://www.imdb.com/title/tt0054098/?ref_=sr_t_6,1960,3h 17m,Not Rated,8.1,9.1K,15000000.0,161434.0,161434.0,60258.0,['K. Asif'],"['K. Asif', 'Aman', 'Kamal Amrohi']","['Prithviraj Kapoor', 'Madhubala', 'Dilip Kumar']","['Period Drama', 'Tragic Romance', 'Drama', 'Romance', 'War']",['India'],[],['Sterling Investment Corp.'],"['Hindi', 'Urdu']",0,3,0,1960
7. The Big Risk,https://www.imdb.com/title/tt0052698/?ref_=sr_t_7,1960,1h 43m,Not Rated,7.5,4.6K,,132928.0,132928.0,11945.0,['Claude Sautet'],"['José Giovanni', 'Claude Sautet', 'Pascal Jardin']","['Lino Ventura', 'Sandra Milo', 'Jean-Paul Belmondo']","['Crime', 'Drama', 'Romance', 'Thriller']","['France', 'Italy']","['Nice, Alpes-Maritimes, France']","['Mondex Films', 'Les Films Odéon', 'Filmsonor']","['French', 'Italian']",0,0,0,1960
8. Eyes Without a Face,https://www.imdb.com/title/tt0053459/?ref_=sr_t_8,1960,1h 30m,Approved,7.6,37K,,61453.0,58565.0,19628.0,['Georges Franju'],"['Jean Redon', 'Pierre Boileau', 'Thomas Narcejac']","['Pierre Brasseur', 'Alida Valli', 'Juliette Mayniel']","['Body Horror', 'Drama', 'Horror']","['France', 'Italy']","['Studios de Boulogne, Avenue Jean-Baptiste Clément, Boulogne-Billancourt, Hauts-de-Seine, France']","['Champs-Élysées Productions', 'Lux Film']",['French'],0,0,0,1960
9. The Bad Sleep Well,https://www.imdb.com/title/tt0054460/?ref_=sr_t_9,1960,2h 31m,Not Rated,8.0,15K,82540000.0,46961.0,46808.0,15942.0,['Akira Kurosawa'],"['Hideo Oguni', 'Eijirô Hisaita', 'Akira Kurosawa']","['Toshirô Mifune', 'Masayuki Mori', 'Kyôko Kagawa']","['Tragedy', 'Crime', 'Drama', 'Thriller']",['Japan'],"['Aso Kuju National Park, Kyushu, Japan']","['Toho', 'Kurosawa Production Co.']",['Japanese'],0,0,0,1960
10. Peeping Tom,https://www.imdb.com/title/tt0054167/?ref_=sr_t_10,1960,1h 41m,Not Rated,7.6,41K,135000.0,99129.0,36598.0,,['Michael Powell'],['Leo Marks'],"['Karlheinz Böhm', 'Anna Massey', 'Moira Shearer']","['Slasher Horror', 'Drama', 'Horror', 'Thriller']",['United Kingdom'],"['Newman Arms - 23 Rathbone Street, Fitzrovia, London, England, UK']",['Michael Powell (Theatre)'],['English'],0,0,0,1960
11. The Hole,https://www.imdb.com/title/tt0054407/?ref_=sr_t_11,1960,2h 11m,Not Rated,8.5,21K,,34588.0,34588.0,6756.0,['Jacques Becker'],"['José Giovanni', 'Jacques Becker', 'Jean Aurel']","['André Bervil', 'Jean Keraudy', 'Michel Constantin']","['Crime', 'Drama', 'Thriller']","['France', 'Italy']",[],"['Filmsonor', 'Play Art', 'Titanus']",['French'],0,4,2,1960
12. The Passionate Thief,https://www.imdb.com/title/tt0054242/?ref_=sr_t_12,1960,1h 46m,,7.3,958,,31539.0,31539.0,8677.0,['Mario Monicelli'],"[""Suso Cecchi D'Amico"", 'Agenore Incrocci', 'Furio Scarpelli']","['Anna Magnani', 'Totò', 'Ben Gazzara']","['Comedy', 'Drama']",['Italy'],"['Via Marsala, Rome, Lazio, Italy']",['Titanus'],['Italian'],0,0,0,1960
13. Shoot the Piano Player,https://www.imdb.com/title/tt0054389/?ref_=sr_t_13,1960,1h 32m,Not Rated,7.4,21K,890063.0,21124.0,21124.0,11206.0,['François Truffaut'],"['David Goodis', 'François Truffaut', 'Marcel Moussy']","['Charles Aznavour', 'Marie Dubois', 'Nicole Berger']","['Crime', 'Drama', 'Thriller']",['France'],"['Garage du Dauphiné, 53 route de Lyon, Grenoble, Isère, France']",['Les Films de la Pléiade'],"['French', 'English']",0,0,0,1960
14. The Pusher,https://www.imdb.com/title/tt0054219/?ref_=sr_t_14,1960,1h 21m,Not Rated,6.2,168,,1656.0,1656.0,1656.0,['Gene Milford'],"['Harold Robbins', 'Evan Hunter']","['Kathy Carlyle', 'Robert Lansing', 'Felice Orlandi']","['Crime', 'Drama']",['United States'],"['113 East 115 Street, New York City, New York, USA']",['Milford/Carlyle Productions'],['English'],0,0,0,1960
15. The Magnificent Seven,https://www.imdb.com/title/tt0054047/?ref_=sr_t_15,1960,2h 8m,Approved,7.7,105K,2000000.0,416.0,,,['John Sturges'],"['William Roberts', 'Akira Kurosawa', 'Walter Bernstein']","['Yul Brynner', 'Steve McQueen', 'Charles Bronson']","['Classical Western', 'Action', 'Adventure', 'Drama', 'Western']",['United States'],"['Cuernavaca, Morelos, Mexico']","['The Mirisch Company', 'Alpha Productions']","['English', 'Spanish']",0,6,1,1960
16. La Dolce Vita,https://www.imdb.com/title/tt0053779/?ref_=sr_t_16,1960,2h 54m,Not Rated,8.0,81K,,217420.0,,,['Federico Fellini'],"['Federico Fellini', 'Ennio Flaiano', 'Tullio Pinelli']","['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée']","['Comedy', 'Drama']","['Italy', 'France']","['Villa Giustiniani-Odescalchi, Bassano Romano, Viterbo, Lazio, Italy']","['Riama Film', 'Gray-Film', 'Société Nouvelle Pathé Cinéma']","['Italian', 'English', 'French', 'German']",0,12,0,1960
17. The Time Machine,https://www.imdb.com/title/tt0054387/?ref_=sr_t_17,1960,1h 43m,G,7.5,46K,750000.0,5902.0,,,['George Pal'],"['David Duncan', 'H.G. Wells']","['Rod Taylor', 'Alan Young', 'Yvette Mimieux']","['Dystopian Sci-Fi', 'Quest', 'Steampunk', 'Time Travel', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","['George Pal Productions', 'Galaxy Films Inc.']",['English'],0,0,0,1960
18. Ocean's Eleven,https://www.imdb.com/title/tt0054135/?ref_=sr_t_18,1960,2h 7m,Approved,6.5,26K,2800000.0,,,,['Lewis Milestone'],"['Harry Brown', 'Charles Lederer', 'George Clayton Johnson']","['Frank Sinatra', 'Dean Martin', 'Sammy Davis Jr.']","['Caper', 'Comedy', 'Crime', 'Music', 'Thriller']",['United States'],"['Desert Inn - 3145 Las Vegas Boulevard South, Las Vegas, Nevada, USA']","['Warner Bros.', 'Dorchester Productions']",['English'],0,0,0,1960
19. Purple Noon,https://www.imdb.com/title/tt0054189/?ref_=sr_t_19,1960,1h 58m,PG-13,7.7,22K,,108070.0,,,['René Clément'],"['Patricia Highsmith', 'René Clément', 'Paul Gégauff']","['Alain Delon', 'Maurice Ronet', 'Marie Laforêt']","['Crime', 'Drama', 'Thriller']","['France', 'Italy']","['Ischia Ponte, Ischia Island, Naples, Campania, Italy']","['Robert et Raymond Hakim', 'Paris Film', 'Paritalia']","['French', 'Italian', 'English']",0,0,0,1960
20. Exodus,https://www.imdb.com/title/tt0053804/?ref_=sr_t_20,1960,3h 28m,Approved,6.7,12K,4000000.0,12634.0,,,['Otto Preminger'],"['Dalton Trumbo', 'Leon Uris']","['Paul Newman', 'Eva Marie Saint', 'Ralph Richardson']","['Action', 'Drama', 'War']",['United States'],"['Acre, Israel']",['Otto Preminger Films'],['English'],0,7,0,1960
21. Rocco and His Brothers,https://www.imdb.com/title/tt0054248/?ref_=sr_t_21,1960,2h 59m,Not Rated,8.2,23K,,11328.0,,,['Luchino Visconti'],"['Luchino Visconti', ""Suso Cecchi D'Amico"", 'Vasco Pratolini']","['Alain Delon', 'Renato Salvatori', 'Annie Girardot']","['Crime', 'Drama', 'Sport']","['Italy', 'France']","['Stazione Centrale, Milan, Lombardia, Italy']","['Titanus', 'Les Films Marceau']",['Italian'],0,10,2,1960
22. Pollyanna,https://www.imdb.com/title/tt0054195/?ref_=sr_t_22,1960,2h 14m,G,7.4,12K,,,,,['David Swift'],"['Eleanor H. Porter', 'David Swift']","['Jane Wyman', 'Hayley Mills', 'Richard Egan']","['Comedy', 'Drama', 'Family']",['United States'],"['Mableton Mansion - 1015 McDonald Avenue, Santa Rosa, California, USA']",['Walt Disney Productions'],['English'],0,0,1,1960
23. The Alamo,https://www.imdb.com/title/tt0053580/?ref_=sr_t_23,1960,2h 42m,Approved,6.8,18K,12000000.0,6334.0,,,['John Wayne'],['James Edward Grant'],"['John Wayne', 'Richard Widmark', 'Laurence Harvey']","['Classical Western', 'Desert Adventure', 'Historical Epic', 'War Epic', 'Western Epic', 'Adventure', 'Drama', 'History', 'War', 'Western']",['United States'],"['Alamo Village - Highway 674, Brackettville, Texas, USA']","['Batjac Productions', 'The Alamo Company']","['English', 'Spanish']",0,8,0,1960
24. L'Avventura,https://www.imdb.com/title/tt0053619/?ref_=sr_t_24,1960,2h 24m,Not Rated,7.7,34K,,2606.0,,,['Michelangelo Antonioni'],"['Michelangelo Antonioni', 'Elio Bartolini', 'Tonino Guerra']","['Gabriele Ferzetti', 'Monica Vitti', 'Lea Massari']","['Drama', 'Mystery', 'Romance']","['Italy', 'France']","['Basiluzzo Island, Aeolian Islands, Messina, Sicily, Italy']","['Cino del Duca', 'Produzioni Cinematografiche Europee (P.C.E.)', 'Societé Cinématographique Lyre']","['Italian', 'English', 'Greek']",0,12,2,1960
