Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0083866/?ref_=sr_t_1,10500000.0,797307407.0,439454989.0,11835389.0,['Steven Spielberg'],['Melissa Mathison'],"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote']","['Coming-of-Age', 'Space Sci-Fi', 'Adventure', 'Family', 'Sci-Fi']",['United States'],"['7121 Lonzo Street, Tujunga, Los Angeles, California, USA']","['Universal Pictures', 'Amblin Entertainment']",['English'],0,38,0,1982
https://www.imdb.com/title/tt0084805/?ref_=sr_t_2,21000000.0,177200285.0,177200000.0,5540470.0,['Sydney Pollack'],"['Don McGuire', 'Larry Gelbart', 'Murray Schisgal']","['Dustin Hoffman', 'Jessica Lange', 'Teri Garr']","['Farce', 'High-Concept Comedy', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",['United States'],"['Hurley Mountain Inn, Hurley, New York, USA']","['Columbia Pictures', 'Mirage Enterprises', 'Punch Productions']",['English'],0,31,0,1982
https://www.imdb.com/title/tt0084434/?ref_=sr_t_3,7500000.0,129795890.0,129795554.0,3304679.0,['Taylor Hackford'],['Douglas Day Stewart'],"['Richard Gere', 'Debra Winger', 'David Keith']","['Feel-Good Romance', 'Drama', 'Romance']",['United States'],"['The Tides Inn - 1807 Water Street, Port Townsend, Washington, USA']","['Lorimar Film Entertainment', 'Paramount Pictures']","['English', 'Filipino']",0,15,0,1982
https://www.imdb.com/title/tt0084602/?ref_=sr_t_4,17000000.0,125052898.0,125049125.0,12431486.0,['Sylvester Stallone'],['Sylvester Stallone'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']","['Boxing', 'Drama', 'Sport']",['United States'],"['Santa Monica Beach, Santa Monica, California, USA']","['Chartoff-Winkler Productions', 'United Artists']",['English'],0,9,1,1982
https://www.imdb.com/title/tt0084726/?ref_=sr_t_5,11200000.0,79822604.0,79707906.0,14347221.0,['Nicholas Meyer'],"['Gene Roddenberry', 'Jack B. Sowards', 'Harve Bennett']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Golden Gate Park, San Francisco, California, USA']",['Paramount Pictures'],['English'],0,9,0,1982
https://www.imdb.com/title/tt0083511/?ref_=sr_t_6,12000000.0,78868669.0,78868508.0,4369868.0,['Walter Hill'],"['Roger Spottiswoode', 'Walter Hill', 'Larry Gross']","['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole""]","['Buddy Cop', 'Cop Drama', 'Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",['United States'],"[""Torchy's Bar - 218 1/2 West Fifth Street, Downtown, Los Angeles, California, USA""]","['Paramount Pictures', 'Lawrence Gordon Productions']","['English', 'Spanish']",0,2,0,1982
https://www.imdb.com/title/tt0084516/?ref_=sr_t_7,10700000.0,77233131.0,77177301.0,6896612.0,['Tobe Hooper'],"['Steven Spielberg', 'Michael Grais', 'Mark Victor']","['JoBeth Williams', ""Heather O'Rourke"", 'Craig T. Nelson']","['Supernatural Horror', 'Horror', 'Thriller']",['United States'],"['4267 Roxbury Street, Forest Hills, Simi Valley, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'SLM Production Group']",['English'],0,9,3,1982
https://www.imdb.com/title/tt0083642/?ref_=sr_t_8,35000000.0,69701637.0,69701637.0,11874268.0,['Colin Higgins'],"['Larry L. King', 'Peter Masterson', 'Colin Higgins']","['Burt Reynolds', 'Dolly Parton', 'Dom DeLuise']","['Comedy', 'Musical']",['United States'],"['Pflugerville, Texas, USA']","['Universal Pictures', 'RKO Pictures', 'Miller-Milkis-Boyett Productions']",['English'],0,0,1,1982
https://www.imdb.com/title/tt0083564/?ref_=sr_t_9,50000000.0,57063861.0,57059003.0,510632.0,['John Huston'],"['Carol Sobieski', 'Thomas Meehan', 'Martin Charnin']","['Aileen Quinn', 'Albert Finney', 'Carol Burnett']","['Comedy', 'Drama', 'Family', 'Musical']",['United States'],"['Woodrow Wilson Hall, Monmouth College - 45 Elm Road, West Long Branch, New Jersey, USA']","['Columbia Pictures', 'Rastar Pictures']",['English'],0,13,2,1982
https://www.imdb.com/title/tt0084855/?ref_=sr_t_10,16000000.0,53993738.0,53977250.0,100982.0,['Sidney Lumet'],"['Barry Reed', 'David Mamet', 'Jay Presson Allen']","['Paul Newman', 'Charlotte Rampling', 'Jack Warden']","['Legal Drama', 'Drama']",['United States'],"[""George's Variety - G Street, South Boston, Boston, Massachusetts, USA""]",['Twentieth Century Fox'],['English'],0,14,5,1982
