Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
11. The Witches of Eastwick,https://www.imdb.com/title/tt0094332/?ref_=sr_t_11,1987,1h 58m,R,6.5,80K,22000000.0,63766510.0,63766510.0,9454238.0,['George Miller'],"['John Updike', 'Michael Cristofer']","['Jack Nicholson', 'Cher', 'Susan Sarandon']","['Dark Comedy', 'Witch Horror', 'Comedy', 'Fantasy', 'Horror']",['United States'],"['Cohasset, Massachusetts, USA']","['Warner Bros.', 'The Guber-Peters Company', 'Kennedy Miller Productions']",['English'],0,13,2,1987
12. Predator,https://www.imdb.com/title/tt0093773/?ref_=sr_t_12,1987,1h 47m,R,7.8,470K,15000000.0,98268458.0,59735548.0,12031638.0,['John McTiernan'],"['Jim Thomas', 'John Thomas']","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall']","['Alien Invasion', 'Jungle Adventure', 'Monster Horror', 'One-Person Army Action', 'Survival', 'Action', 'Adventure', 'Horror', 'Sci-Fi']","['United States', 'Mexico']","['Jalisco, Mexico']","['Twentieth Century Fox', 'Lawrence Gordon Productions', 'Silver Pictures']","['English', 'Spanish', 'Russian']",0,6,1,1987
13. Throw Momma from the Train,https://www.imdb.com/title/tt0094142/?ref_=sr_t_13,1987,1h 28m,PG-13,6.3,42K,14000000.0,57915972.0,57915972.0,7318878.0,['Danny DeVito'],['Stu Silver'],"['Danny DeVito', 'Billy Crystal', 'Kim Greist']","['Buddy Comedy', 'Dark Comedy', 'Comedy', 'Crime', 'Thriller']",['United States'],"['Princeville, Kauai, Hawaii, USA']","['Orion Pictures', 'Rollins, Morra & Brezner', 'Throw Momma']","['English', 'Spanish']",0,4,1,1987
14. Dragnet,https://www.imdb.com/title/tt0092925/?ref_=sr_t_14,1987,1h 46m,PG-13,6.0,38K,20000000.0,66673516.0,57387516.0,10542669.0,['Tom Mankiewicz'],"['Dan Aykroyd', 'Alan Zweibel', 'Tom Mankiewicz']","['Dan Aykroyd', 'Tom Hanks', 'Christopher Plummer']","['Buddy Cop', 'Parody', 'Comedy', 'Crime', 'Mystery']",['United States'],"['Sisters of the Immaculate Heart of Mary - 3431 Waverly Drive, Los Angeles, California, USA']","['Universal Pictures', 'Applied Action', 'Permut Presentations']",['English'],0,0,0,1987
15. La Bamba,https://www.imdb.com/title/tt0093378/?ref_=sr_t_15,1987,1h 48m,PG-13,6.9,37K,6500000.0,54218591.0,54215416.0,5651990.0,['Luis Valdez'],['Luis Valdez'],"['Lou Diamond Phillips', 'Esai Morales', 'Rosanna DeSoto']","['Biography', 'Drama', 'Music']",['United States'],"['Fillmore, California, USA']","['Columbia Pictures', 'New Visions']","['English', 'Spanish']",0,3,0,1987
16. RoboCop,https://www.imdb.com/title/tt0093870/?ref_=sr_t_16,1987,1h 42m,R,7.6,292K,13000000.0,53429250.0,53424681.0,8008721.0,['Paul Verhoeven'],"['Edward Neumeier', 'Michael Miner']","['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy""]","['Cyberpunk', 'One-Person Army Action', 'Superhero', 'Action', 'Crime', 'Sci-Fi', 'Thriller']",['United States'],"['Monessen, Pennsylvania, USA']",['Orion Pictures'],['English'],0,13,2,1987
17. Outrageous Fortune,https://www.imdb.com/title/tt0093690/?ref_=sr_t_17,1987,1h 39m,R,6.2,8.9K,,52864741.0,52864741.0,6404783.0,['Arthur Hiller'],['Leslie Dixon'],"['Shelley Long', 'Bette Midler', 'Peter Coyote']","['Buddy Comedy', 'Comedy']",['United States'],"['Abiquiu, New Mexico, USA']","['Touchstone Pictures', 'Silver Screen Partners II', 'Interscope Communications']","['English', 'Russian']",0,0,0,1987
18. Broadcast News,https://www.imdb.com/title/tt0092699/?ref_=sr_t_18,1987,2h 13m,R,7.3,35K,20000000.0,67331309.0,51249404.0,197542.0,['James L. Brooks'],['James L. Brooks'],"['William Hurt', 'Albert Brooks', 'Holly Hunter']","['Satire', 'Workplace Drama', 'Comedy', 'Drama', 'Romance']",['United States'],"['600 East Capitol Street SE, Capitol Hill, Washington, District of Columbia, USA']","['Amercent Films', 'American Entertainment Partners L.P.', 'Gracie Films']","['English', 'Spanish', 'French', 'German']",0,23,7,1987
19. The Living Daylights,https://www.imdb.com/title/tt0093428/?ref_=sr_t_19,1987,2h 10m,PG,6.7,108K,40000000.0,51220890.0,51185897.0,11051284.0,['John Glen'],"['Richard Maibaum', 'Michael G. Wilson', 'Ian Fleming']","['Timothy Dalton', ""Maryam d'Abo"", 'Jeroen Krabbé']","['Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States']","['Rock of Gibraltar, Gibraltar']",['Eon Productions'],"['English', 'Arabic', 'French', 'German', 'Russian', 'Czech', 'Slovak', 'Dari', 'Pashtu']",0,7,0,1987
20. Eddie Murphy: Raw,https://www.imdb.com/title/tt0092948/?ref_=sr_t_20,1987,1h 33m,R,7.6,21K,,50505289.0,50504655.0,9077324.0,['Robert Townsend'],"['Eddie Murphy', 'Keenen Ivory Wayans']","['Eddie Murphy', 'Tatyana Ali', 'Billie Allen']","['Dark Comedy', 'Parody', 'Satire', 'Stand-Up', 'Comedy', 'Documentary']",['United States'],"['Felt Forum, Madison Square Garden - 4 Pennsylvania Plaza, Manhattan, New York City, New York, USA']","['Eddie Murphy Productions', 'Paramount Pictures']",['English'],0,0,0,1987
"21. Planes, Trains & Automobiles",https://www.imdb.com/title/tt0093748/?ref_=sr_t_21,1987,1h 33m,R,7.6,168K,15000000.0,49530280.0,49530280.0,7009482.0,['John Hughes'],['John Hughes'],"['Steve Martin', 'John Candy', 'Laila Robins']","['Buddy Comedy', 'Farce', 'Holiday Comedy', 'Road Trip', 'Comedy', 'Drama', 'Holiday']",['United States'],"['Batavia, New York, USA']","['Paramount Pictures', 'Hughes Entertainment']",['English'],0,0,0,1987
22. Full Metal Jacket,https://www.imdb.com/title/tt0093058/?ref_=sr_t_22,1987,1h 56m,R,8.2,811K,30000000.0,50193748.0,46357676.0,2217307.0,['Stanley Kubrick'],"['Stanley Kubrick', 'Michael Herr', 'Gustav Hasford']","['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio""]","['Dark Comedy', 'Period Drama', 'Drama', 'War']","['United Kingdom', 'United States']","['Isle of Dogs, London, Greater London, England, UK']","['Warner Bros.', 'Natant', 'Stanley Kubrick Productions']","['English', 'Vietnamese']",0,15,1,1987
23. A Nightmare on Elm Street 3: Dream Warriors,https://www.imdb.com/title/tt0093629/?ref_=sr_t_23,1987,1h 36m,R,6.7,94K,4500000.0,44793222.0,44793222.0,8880555.0,['Chuck Russell'],"['Wes Craven', 'Bruce Wagner', 'Frank Darabont']","['Heather Langenkamp', 'Robert Englund', 'Craig Wasson']","['Dark Comedy', 'Dark Fantasy', 'Slasher Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Teen Fantasy', 'Teen Horror', 'Fantasy', 'Horror']",['United States'],"['UCLA, Westwood, Los Angeles, California, USA']","['New Line Cinema', 'Heron Communications', 'Smart Egg Pictures']",['English'],0,4,0,1987
24. The Last Emperor,https://www.imdb.com/title/tt0093389/?ref_=sr_t_24,1987,2h 43m,PG-13,7.7,114K,23000000.0,43994979.0,43984230.0,149460.0,['Bernardo Bertolucci'],"['Enzo Ungari', 'Mark Peploe', 'Bernardo Bertolucci']","['John Lone', 'Joan Chen', ""Peter O'Toole""]","['Docudrama', 'Historical Epic', 'Period Drama', 'Biography', 'Drama', 'History']","['China', 'Italy', 'United Kingdom', 'France']","['Forbidden City, Dongcheng District, Beijing, China']","['Yanco Films Limited', 'TAO Film', 'Recorded Picture Company (RPC)']","['English', 'Mandarin', 'Japanese', 'French']",0,20,0,1987
25. Wall Street,https://www.imdb.com/title/tt0094291/?ref_=sr_t_25,1987,2h 6m,R,7.3,168K,15000000.0,43848069.0,43848069.0,4104611.0,['Oliver Stone'],"['Stanley Weiser', 'Oliver Stone']","['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie']","['Workplace Drama', 'Crime', 'Drama', 'Financial Drama']",['United States'],"['60 W. 75th St, New York City, New York, USA']","['Twentieth Century Fox', 'Amercent Films', 'American Entertainment Partners L.P.']",['English'],0,4,0,1987
26. Mannequin,https://www.imdb.com/title/tt0093493/?ref_=sr_t_26,1987,1h 30m,PG,6.0,37K,6000000.0,42721196.0,42721196.0,6001208.0,['Michael Gottlieb'],"['Edward Rugoff', 'Michael Gottlieb']","['Andrew McCarthy', 'Kim Cattrall', 'Estelle Getty']","['High-Concept Comedy', 'Romantic Comedy', 'Comedy', 'Fantasy', 'Romance']","['United States', 'United Kingdom']","[""Wanamaker's Department Store - 1313 Chestnut Street, Philadelphia, Pennsylvania, USA""]","['Gladden Entertainment', 'Cannon Screen Entertainment', 'Twentieth Century Fox']",['English'],0,4,1,1987
27. Roxanne,https://www.imdb.com/title/tt0093886/?ref_=sr_t_27,1987,1h 47m,PG,6.6,49K,12000000.0,40050884.0,40050884.0,4582398.0,['Fred Schepisi'],"['Edmond Rostand', 'Steve Martin']","['Steve Martin', 'Daryl Hannah', 'Rick Rossovich']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Nelson, British Columbia, Canada']","['Columbia Pictures', 'IndieProd Company Productions', 'L.A. Films']",['English'],0,2,0,1987
28. Blind Date,https://www.imdb.com/title/tt0092666/?ref_=sr_t_28,1987,1h 35m,PG-13,5.9,25K,16000000.0,39337581.0,39321715.0,7531273.0,['Blake Edwards'],"['Dale Launer', 'Blake Edwards', 'Leslie Dixon']","['Kim Basinger', 'Bruce Willis', 'John Larroquette']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Paley Residence - 1060 Brooklawn Drive, Bel Air, Los Angeles, California, USA']","['TriStar Pictures', 'Blake Edwards Entertainment', 'Delphi V Productions']","['French', 'English']",0,0,0,1987
29. The Running Man,https://www.imdb.com/title/tt0093894/?ref_=sr_t_29,1987,1h 41m,R,6.6,172K,27000000.0,38123906.0,38122105.0,8117465.0,['Paul Michael Glaser'],"['Stephen King', 'Steven E. de Souza']","['Arnold Schwarzenegger', 'Maria Conchita Alonso', 'Yaphet Kotto']","['Dystopian Sci-Fi', 'Action', 'Sci-Fi', 'Thriller']",['United States'],"['Sony Pictures Plaza, 10000 Washington Blvd, Culver City, California, USA']","['TAFT Entertainment Pictures', 'Keith Barish Productions', 'Home Box Office (HBO)']","['English', 'Italian', 'Japanese']",0,3,0,1987
30. Spaceballs,https://www.imdb.com/title/tt0094012/?ref_=sr_t_30,1987,1h 36m,PG,7.1,213K,22700000.0,38119483.0,38119483.0,6613837.0,['Mel Brooks'],"['Mel Brooks', 'Thomas Meehan', 'Ronny Graham']","['Mel Brooks', 'John Candy', 'Rick Moranis']","['Parody', 'Quest', 'Quirky Comedy', 'Slapstick', 'Space Sci-Fi', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Neuschwanstein Castle, Hohenschwangau, Schwangau, Bavaria, Germany']","['Brooksfilms', 'Metro-Goldwyn-Mayer (MGM)']","['English', 'German']",0,0,0,1987
31. Summer School,https://www.imdb.com/title/tt0094072/?ref_=sr_t_31,1987,1h 37m,PG-13,6.6,23K,,35659098.0,35659098.0,6012274.0,['Carl Reiner'],"['Stuart Birnbaum', 'David Dashev', 'Jeff Franklin']","['Mark Harmon', 'Kirstie Alley', 'Robin Thomas']","['Comedy', 'Romance']",['United States'],"[""Knott's Berry Farm - 8039 Beach Boulevard, Buena Park, California, USA""]",['Paramount Pictures'],['English'],0,0,0,1987
32. No Way Out,https://www.imdb.com/title/tt0093640/?ref_=sr_t_32,1987,1h 54m,R,7.1,49K,15000000.0,35509515.0,35509515.0,4259460.0,['Roger Donaldson'],"['Kenneth Fearing', 'Robert Garland']","['Kevin Costner', 'Gene Hackman', 'Sean Young']","['Political Thriller', 'Spy', 'Steamy Romance', 'Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",['United States'],"['Hotel Washington, 515 15th Street, NW, Washington, District of Columbia, USA']",['Orion Pictures'],"['English', 'Russian']",0,0,0,1987
33. Like Father Like Son,https://www.imdb.com/title/tt0093418/?ref_=sr_t_33,1987,1h 40m,PG-13,5.2,6.6K,10500000.0,34377585.0,34377585.0,7189452.0,['Rod Daniel'],"['Lorne Cameron', 'Steve Bloom', 'David Hoselton']","['Dudley Moore', 'Kirk Cameron', 'Margaret Colin']","['Body Swap Comedy', 'Comedy', 'Fantasy']",['United States'],"['Mojave Desert, California, USA']","['TriStar Pictures', 'Imagine Entertainment', 'The Malpaso Company']",['English'],0,0,0,1987
34. Adventures in Babysitting,https://www.imdb.com/title/tt0092513/?ref_=sr_t_34,1987,1h 42m,PG-13,6.9,51K,7000000.0,34368475.0,34368475.0,2901297.0,['Chris Columbus'],['David Simkins'],"['Elisabeth Shue', 'Maia Brewton', 'Keith Coogan']","['Adventure', 'Comedy', 'Crime', 'Romance']","['United States', 'Canada']","['Toronto, Ontario, Canada']","['Touchstone Pictures', 'Silver Screen Partners III', 'Ontario Film Development Corporation']",['English'],0,4,0,1987
35. *batteries not included,https://www.imdb.com/title/tt0092494/?ref_=sr_t_35,1987,1h 47m,PG,6.6,39K,25000000.0,65088797.0,32945797.0,3326530.0,['Matthew Robbins'],"['Mick Garris', 'Brad Bird', 'Matthew Robbins']","['Hume Cronyn', 'Jessica Tandy', 'Frank McRae']","['Comedy', 'Family', 'Fantasy', 'Sci-Fi']",['United States'],"['East Village, Manhattan, New York City, New York, USA']","['Universal Pictures', 'Amblin Entertainment']","['English', 'Spanish']",0,0,0,1987
36. The Lost Boys,https://www.imdb.com/title/tt0093437/?ref_=sr_t_36,1987,1h 37m,R,7.2,167K,8500000.0,32521337.0,32315444.0,5236318.0,['Joel Schumacher'],"['Jan Fischer', 'James Jeremias', 'Jeffrey Boam']","['Jason Patric', 'Corey Haim', 'Dianne Wiest']","['Supernatural Horror', 'Teen Horror', 'Comedy', 'Horror']",['United States'],"['Santa Cruz Beach Boardwalk - 400 Beach Street, Santa Cruz, California, USA']",['Warner Bros.'],['English'],0,5,0,1987
37. Can't Buy Me Love,https://www.imdb.com/title/tt0092718/?ref_=sr_t_37,1987,1h 34m,PG-13,6.8,43K,,31623833.0,31623833.0,4754732.0,['Steve Rash'],['Michael Swerdlick'],"['Patrick Dempsey', 'Amanda Peterson', 'Courtney Gains']","['Romantic Comedy', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Comedy', 'Drama', 'Romance']","['United States', 'Indonesia']","['Scoops - 2910 E. Speedway Boulevard, Tucson, Arizona, USA']","['Touchstone Pictures', 'Silver Screen Partners III', 'Apollo Pictures']",['English'],0,3,0,1987
38. Nuts,https://www.imdb.com/title/tt0093660/?ref_=sr_t_38,1987,1h 56m,R,6.6,7.8K,25000000.0,30950002.0,30950002.0,4606083.0,['Martin Ritt'],"['Tom Topor', 'Darryl Ponicsan', 'Alvin Sargent']","['Barbra Streisand', 'Richard Dreyfuss', 'Maureen Stapleton']","['Drama', 'Thriller']",['United States'],"['Manhattan, New York City, New York, USA']","['Warner Bros.', 'Barwood Films']",['English'],0,0,0,1987
39. The Princess Bride,https://www.imdb.com/title/tt0093779/?ref_=sr_t_39,1987,1h 38m,PG,8.0,461K,16000000.0,30964800.0,30857814.0,206243.0,['Rob Reiner'],['William Goldman'],"['Cary Elwes', 'Mandy Patinkin', 'Robin Wright']","['Adventure Epic', 'Fairy Tale', 'Fantasy Epic', 'Quest', 'Swashbuckler', 'Sword & Sorcery', 'Teen Fantasy', 'Adventure', 'Comedy', 'Family']",['United States'],"['Cliffs of Moher, County Clare, Ireland']","['Act III Communications', 'Buttercup Films Ltd.', 'The Princess Bride Ltd.']",['English'],0,11,1,1987
40. Revenge of the Nerds II: Nerds in Paradise,https://www.imdb.com/title/tt0093857/?ref_=sr_t_40,1987,1h 28m,PG-13,5.1,16K,,30063289.0,30063289.0,7900879.0,['Joe Roth'],"['Tim Metcalfe', 'Miguel Tejada-Flores', 'Steve Zacharias']","['Robert Carradine', 'Curtis Armstrong', 'Larry B. Scott']",['Comedy'],['United States'],"['Fort Lauderdale-Hollywood International Airport - 320 Terminal Drive, Fort Lauderdale, Florida, USA']","['Twentieth Century Fox', 'Interscope Communications', 'Amercent Films']","['English', 'Spanish']",0,0,0,1987
41. Harry and the Hendersons,https://www.imdb.com/title/tt0093148/?ref_=sr_t_41,1987,1h 50m,PG,6.1,39K,10000000.0,49998613.0,29760613.0,4154740.0,['William Dear'],"['William Dear', 'Bill Martin', 'Ezra D. Rappaport']","['John Lithgow', 'Melinda Dillon', 'Margaret Langrick']","['Comedy', 'Family', 'Fantasy']",['United States'],"['Wenatchee National Forest, Washington, USA']","['Amblin Entertainment', 'Universal Pictures']",['English'],0,7,0,1987
42. Police Academy 4: Citizens on Patrol,https://www.imdb.com/title/tt0093756/?ref_=sr_t_42,1987,1h 28m,PG,5.0,47K,,28061343.0,28061343.0,8482487.0,['Jim Drake'],"['Neal Israel', 'Pat Proft', 'Gene Quintano']","['Steve Guttenberg', 'Bubba Smith', 'Michael Winslow']","['Comedy', 'Crime']",['United States'],"['Gator Bowl Stadium, Jacksonville, Florida, USA']",['Warner Bros.'],['English'],0,0,0,1987
43. Overboard,https://www.imdb.com/title/tt0093693/?ref_=sr_t_43,1987,1h 52m,PG,6.9,71K,22000000.0,26713187.0,26713187.0,1880006.0,['Garry Marshall'],['Leslie Dixon'],"['Goldie Hawn', 'Kurt Russell', 'Edward Herrmann']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Newport, Oregon, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Star Partners', 'Hawn / Sylbert Movie Company']","['English', 'French', 'Portuguese']",0,0,0,1987
44. Baby Boom,https://www.imdb.com/title/tt0092605/?ref_=sr_t_44,1987,1h 50m,PG,6.3,20K,,26712476.0,26712476.0,1357413.0,['Charles Shyer'],"['Nancy Meyers', 'Charles Shyer']","['Diane Keaton', 'Sam Shepard', 'Harold Ramis']","['Workplace Drama', 'Comedy', 'Drama', 'Romance']",['United States'],"['Weston, Vermont, USA']","['United Artists', 'Meyers/Shyer']",['English'],0,0,0,1987
45. Innerspace,https://www.imdb.com/title/tt0093260/?ref_=sr_t_45,1987,2h,PG,6.8,67K,27000000.0,25893810.0,25893810.0,4739913.0,['Joe Dante'],"['Jeffrey Boam', 'Chip Proser']","['Dennis Quaid', 'Martin Short', 'Meg Ryan']","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",['United States'],"[""Wayfarer's Chapel - 5755 Palos Verdes Drive South, Rancho Palos Verdes, California, USA""]","['Warner Bros.', 'The Guber-Peters Company', 'Amblin Entertainment']",['English'],0,5,0,1987
46. Tin Men,https://www.imdb.com/title/tt0094155/?ref_=sr_t_46,1987,1h 52m,R,6.6,10K,11000000.0,25411386.0,25411386.0,187381.0,['Barry Levinson'],['Barry Levinson'],"['Richard Dreyfuss', 'Danny DeVito', 'Barbara Hershey']","['Comedy', 'Drama']",['United States'],"['Baltimore, Maryland, USA']","['Touchstone Pictures', 'Silver Screen Partners II', 'Bandai Films']",['English'],0,0,0,1987
47. Black Widow,https://www.imdb.com/title/tt0090738/?ref_=sr_t_47,1987,1h 42m,R,6.4,11K,10500000.0,25205460.0,25205460.0,3426831.0,['Bob Rafelson'],['Ron Bass'],"['Debra Winger', 'Theresa Russell', 'Sami Frey']","['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Royal Kona Resort, Kailua-Kona, Hawaii, USA']","['Twentieth Century Fox', 'Laurence Mark Productions', 'Amercent Films']",['English'],0,0,0,1987
48. Ernest Goes to Camp,https://www.imdb.com/title/tt0092974/?ref_=sr_t_48,1987,1h 32m,PG,5.5,13K,3500000.0,23509382.0,23509382.0,6171957.0,['John R. Cherry III'],"['John R. Cherry III', 'Coke Sams', 'Glenn Petach']","['Jim Varney', 'Victoria Racimo', 'John Vernon']","['Slapstick', 'Comedy', 'Family']",['United States'],"['Montgomery Bell State Park, Burns, Tennessee, USA']","['Touchstone Pictures', 'Silver Screen Partners III', 'Emshell Producers']",['English'],0,0,0,1987
49. Raising Arizona,https://www.imdb.com/title/tt0093822/?ref_=sr_t_49,1987,1h 34m,PG-13,7.3,154K,6000000.0,29180280.0,22847564.0,36240.0,"['Joel Coen', 'Ethan Coen']","['Ethan Coen', 'Joel Coen']","['Nicolas Cage', 'Holly Hunter', 'Trey Wilson']","['Caper', 'Slapstick', 'Comedy', 'Crime']",['United States'],"['Camelback Mountain, Phoenix, Arizona, USA']",['Circle Films'],['English'],0,0,0,1987
50. Benji the Hunted,https://www.imdb.com/title/tt0092638/?ref_=sr_t_50,1987,1h 28m,G,6.2,3.5K,,22257624.0,22257624.0,21530.0,['Joe Camp'],['Joe Camp'],"['Red Steagall', 'Frank Inn', 'Benjean']","['Adventure', 'Family']",['United States'],"['Table Mountain, Washington, USA']","['Walt Disney Pictures', 'Silver Screen Partners III', 'Embark Production']",['English'],0,0,0,1987
51. Empire of the Sun,https://www.imdb.com/title/tt0092965/?ref_=sr_t_51,1987,2h 33m,PG,7.7,137K,35000000.0,22239121.0,22238696.0,1314509.0,['Steven Spielberg'],"['Tom Stoppard', 'J.G. Ballard', 'Menno Meyjes']","['Christian Bale', 'John Malkovich', 'Miranda Richardson']","['Coming-of-Age', 'Drama', 'War']",['United States'],"['Trebujena, Cádiz, Andalucía, Spain']","['Warner Bros.', 'Amblin Entertainment']","['English', 'Japanese', 'Mandarin', 'Shanghainese']",0,17,6,1987
52. Jaws: The Revenge,https://www.imdb.com/title/tt0093300/?ref_=sr_t_52,1987,1h 29m,PG-13,3.0,51K,23000000.0,51881013.0,20763013.0,7154890.0,['Joseph Sargent'],"['Peter Benchley', 'Michael De Guzman']","['Lorraine Gary', 'Lance Guest', 'Mario Van Peebles']","['Monster Horror', 'Sea Adventure', 'Adventure', 'Horror', 'Thriller']",['United States'],"[""Edgartown, Martha's Vineyard, Massachusetts, USA""]",['Universal Pictures'],['English'],0,7,0,1987
