Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0071230/?ref_=sr_t_1,2600000.0,119625020.0,119616663.0,,['Mel Brooks'],"['Mel Brooks', 'Norman Steinberg', 'Andrew Bergman']","['Cleavon Little', 'Gene Wilder', 'Slim Pickens']","['Farce', 'Parody', 'Slapstick', 'Comedy', 'Western']",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Crossbow Productions', 'Warner Bros.']","['English', 'Yiddish', 'German']",0,6,3,1974
https://www.imdb.com/title/tt0072308/?ref_=sr_t_2,14000000.0,116001993.0,116000000.0,,['John Guillermin'],"['Richard Martin Stern', 'Thomas N. Scortia', 'Frank M. Robinson']","['Paul Newman', 'Steve McQueen', 'William Holden']","['Disaster', 'Action', 'Drama', 'Thriller']",['United States'],"['2898 Vallejo Street, Pacific Heights, San Francisco, California, USA']","['Twentieth Century Fox', 'Warner Bros.', 'Irwin Allen Productions']",['English'],0,14,0,1974
https://www.imdb.com/title/tt0072431/?ref_=sr_t_3,2800000.0,86276706.0,86273333.0,,['Mel Brooks'],"['Gene Wilder', 'Mel Brooks', 'Mary Shelley']","['Gene Wilder', 'Madeline Kahn', 'Marty Feldman']","['Farce', 'Parody', 'Slapstick', 'Comedy']",['United States'],"['Mayfair Theatre - 214 Santa Monica Boulevard, Santa Monica, California, USA']","['Gruskoff/Venture Films', 'Crossbow Productions', 'Jouer Limited']","['English', 'German']",0,8,2,1974
https://www.imdb.com/title/tt0071455/?ref_=sr_t_4,7000000.0,79666653.0,79666653.0,,['Mark Robson'],"['George Fox', 'Mario Puzo']","['Charlton Heston', 'Ava Gardner', 'George Kennedy']","['Dark Comedy', 'Disaster', 'Action', 'Drama', 'Thriller']",['United States'],"['New York Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Universal Pictures', 'The Filmakers Group']",['English'],0,7,0,1974
https://www.imdb.com/title/tt0071562/?ref_=sr_t_5,13000000.0,47964222.0,47834595.0,171417.0,['Francis Ford Coppola'],"['Francis Ford Coppola', 'Mario Puzo']","['Al Pacino', 'Robert De Niro', 'Robert Duvall']","['Epic', 'Gangster', 'Tragedy', 'Crime', 'Drama']",['United States'],"['Kaiser Estate - 4000 W Lake Blvd, Homewood, Lake Tahoe, California, USA']","['Paramount Pictures', 'The Coppola Company', 'American Zoetrope']","['English', 'Italian', 'Spanish', 'Latin', 'Sicilian']",0,21,0,1974
https://www.imdb.com/title/tt0071771/?ref_=sr_t_6,2900000.0,43008075.0,43008075.0,,['Robert Aldrich'],"['Tracy Keenan Wynn', 'Albert S. Ruddy']","['Burt Reynolds', 'Eddie Albert', 'Ed Lauter']","['Football', 'Prison Drama', 'Comedy', 'Crime', 'Drama', 'Sport']",['United States'],"['Brunswick, Georgia, USA']","['Paramount Pictures', 'Long Road Productions', 'Ruddy Productions']",['English'],0,4,1,1974
https://www.imdb.com/title/tt0071206/?ref_=sr_t_7,500000.0,39552000.0,39552000.0,,['Joe Camp'],['Joe Camp'],"['Peter Breck', 'Deborah Walley', 'Patsy Garrett']","['Animal Adventure', 'Adventure', 'Family', 'Romance']",['United States'],"['Denton, Texas, USA']",['Mulberry Square Productions'],['English'],0,2,1,1974
https://www.imdb.com/title/tt0071607/?ref_=sr_t_8,,38229000.0,38229000.0,,['Robert Stevenson'],"['Bill Walsh', 'Gordon Buford']","['Helen Hayes', 'Ken Berry', 'Stefanie Powers']","['Comedy', 'Family', 'Fantasy', 'Romance']",['United States'],"['Backlot, Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA']",['Walt Disney Productions'],['English'],0,0,0,1974
https://www.imdb.com/title/tt0072271/?ref_=sr_t_9,140000.0,30920518.0,30859000.0,,['Tobe Hooper'],"['Kim Henkel', 'Tobe Hooper']","['Marilyn Burns', 'Edwin Neal', 'Allen Danziger']","['B-Horror', 'Psychological Horror', 'Slasher Horror', 'Splatter Horror', 'Teen Horror', 'Horror']",['United States'],"[""Bilbo's Texas Landmark - 1073 State Highway 304, Bastrop, Texas, USA""]",['Vortex'],['English'],0,2,0,1974
https://www.imdb.com/title/tt0071315/?ref_=sr_t_10,6000000.0,29231954.0,29200000.0,,['Roman Polanski'],"['Robert Towne', 'Roman Polanski']","['Jack Nicholson', 'Faye Dunaway', 'John Huston']","['Conspiracy Thriller', 'Hard-boiled Detective', 'Psychological Drama', 'Psychological Thriller', 'Tragedy', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Trident Ranch - 3240 Sunset Valley Road, Moorpark, California, USA']","['Paramount Pictures', 'Penthouse Video', 'Long Road Productions']","['English', 'Cantonese', 'Spanish']",0,24,0,1974
