Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Jurassic Park,https://www.imdb.com/title/tt0107290/?ref_=sr_t_1,1993,2h 7m,PG-13,8.2,1.1M,63000000.0,1104379926.0,407185075.0,47026828.0,['Steven Spielberg'],"['Michael Crichton', 'David Koepp']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum']","['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Tehachapi Pass, California, USA']","['Universal Pictures', 'Amblin Entertainment']","['English', 'Spanish']",0,27,0,1993
2. Mrs. Doubtfire,https://www.imdb.com/title/tt0107614/?ref_=sr_t_2,1993,2h 5m,PG-13,7.1,300K,25000000.0,441286195.0,219195243.0,20468847.0,['Chris Columbus'],"['Anne Fine', 'Randi Mayem Singer', 'Leslie Dixon']","['Robin Williams', 'Sally Field', 'Pierce Brosnan']","['High-Concept Comedy', 'Comedy', 'Drama']",['United States'],"['2640 Steiner Street, San Francisco, California, USA']","['Twentieth Century Fox', 'Blue Wolf Productions']",['English'],0,10,0,1993
3. The Fugitive,https://www.imdb.com/title/tt0106977/?ref_=sr_t_3,1993,2h 10m,PG-13,7.8,328K,44000000.0,368875760.0,183875760.0,23758855.0,['Andrew Davis'],"['Jeb Stuart', 'David Twohy', 'Roy Huggins']","['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']","['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Bryson City, North Carolina, USA']","['Warner Bros.', 'Kopelson Entertainment']","['English', 'Polish', 'Spanish']",0,37,0,1993
4. The Firm,https://www.imdb.com/title/tt0106918/?ref_=sr_t_4,1993,2h 34m,R,6.9,152K,42000000.0,270248367.0,158348367.0,25400000.0,['Sydney Pollack'],"['John Grisham', 'David Rabe', 'Robert Towne']","['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']","['Legal Thriller', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Mount Baker, Washington, USA']","['Davis Entertainment', 'Mirage Enterprises', 'Paramount Pictures']",['English'],0,7,2,1993
5. Sleepless in Seattle,https://www.imdb.com/title/tt0108160/?ref_=sr_t_5,1993,1h 45m,PG,6.8,196K,21000000.0,227927165.0,126808165.0,17253733.0,['Nora Ephron'],"['Jeff Arch', 'Nora Ephron', 'David S. Ward']","['Tom Hanks', 'Meg Ryan', 'Ross Malinger']","['Feel-Good Romance', 'Romantic Comedy', 'Romantic Epic', 'Comedy', 'Drama', 'Romance']",['United States'],"['1517 Pike Place, Seattle, Washington, USA']",['TriStar Pictures'],['English'],0,19,2,1993
6. Indecent Proposal,https://www.imdb.com/title/tt0107211/?ref_=sr_t_6,1993,1h 57m,R,6.0,81K,38000000.0,266614059.0,106614059.0,18387632.0,['Adrian Lyne'],"['Jack Engelhard', 'Amy Holden Jones']","['Robert Redford', 'Demi Moore', 'Woody Harrelson']","['Dark Romance', 'Steamy Romance', 'Drama', 'Romance']",['United States'],"['The Huntington Library, Art Collections, and Botanical Gardens - 1151 Oxford Rd, San Marino, California, USA']",['Paramount Pictures'],['English'],0,8,0,1993
7. In the Line of Fire,https://www.imdb.com/title/tt0107206/?ref_=sr_t_7,1993,2h 8m,R,7.2,117K,40000000.0,176997168.0,102314823.0,15269388.0,['Wolfgang Petersen'],['Jeff Maguire'],"['Clint Eastwood', 'John Malkovich', 'Rene Russo']","['Conspiracy Thriller', 'Political Thriller', 'Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA']","['Columbia Pictures', 'Castle Rock Entertainment']",['English'],0,17,3,1993
8. The Pelican Brief,https://www.imdb.com/title/tt0107798/?ref_=sr_t_8,1993,2h 21m,PG-13,6.6,99K,45000000.0,195268056.0,100768056.0,16864404.0,['Alan J. Pakula'],"['John Grisham', 'Alan J. Pakula']","['Julia Roberts', 'Denzel Washington', 'Sam Shepard']","['Conspiracy Thriller', 'Dark Comedy', 'Legal Thriller', 'Political Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['New Orleans, Louisiana, USA']",['Warner Bros.'],['English'],0,2,0,1993
9. Schindler's List,https://www.imdb.com/title/tt0108052/?ref_=sr_t_9,1993,3h 15m,R,9.0,1.5M,22000000.0,322161245.0,96898818.0,656636.0,['Steven Spielberg'],"['Thomas Keneally', 'Steven Zaillian']","['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley']","['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'Prison Drama', 'Tragedy', 'Biography', 'Drama', 'History']",['United States'],"['Auschwitz-Birkenau Concentration Camp, Oswiecim, Malopolskie, Poland']","['Universal Pictures', 'Amblin Entertainment']","['English', 'Hebrew', 'German', 'Polish', 'Latin']",0,49,0,1993
10. The Nightmare Before Christmas,https://www.imdb.com/title/tt0107688/?ref_=sr_t_10,1993,1h 16m,PG,7.9,391K,18000000.0,107800040.0,93745329.0,191232.0,['Henry Selick'],"['Tim Burton', 'Michael McDowell', 'Caroline Thompson']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]","['Dark Fantasy', 'Holiday Animation', 'Holiday Family', 'Stop Motion Animation', 'Supernatural Fantasy', 'Animation', 'Family', 'Fantasy', 'Holiday', 'Musical']",['United States'],"['Skellington Productions - 375 7th Street, San Francisco, California, USA']","['Walt Disney Pictures', 'Touchstone Pictures', 'Tim Burton Productions']",['English'],0,17,1,1993
